G16PRERTru_x,G16PREDCli_x,G16PREIDeL_x,G16PRELJoh_x,join_col
909,174,2,19,4-1 Evensville South7356
911,335,0,50,9-4 Grace Chapel Church9731
911,2558,3,70,33-31950
912,182,1,12,2-2 Grainger High School2958
912,301,2,24,6-13256
912,403,2,24,5-2 Vo-Tech4109
912,1019,2,124,Stuart Heights3376
915,266,5,40,Norwood0020
919,167,0,21,Ottway3080
920,174,1,20,2 Adamsville6151
920,335,5,30,12 North City School6054
922,191,0,10,Middleton3605
923,178,3,12,"6-2 Cassville School, County9601"
923,1859,2,81,29-41935
924,254,1,24,8-1 Old Chestnut Hill School4609
924,324,0,18,8 Elba2453
925,171,6,14,05 Rogers Creek School6058
928,199,2,32,Caryville0602
928,243,0,34,8 Boones Creek West9336
930,238,2,26,Belfast5853
932,396,4,30,McKnight Center5859
937,513,0,62,Memphis 67-38178
937,843,5,98,11-2 Robert Ring Indoor Soccer Complex9736
939,807,6,72,12-11854
940,229,4,31,3-2 New Tazewell1206
941,268,3,23,2-1 Spring City South7353
943,286,2,31,Fayetteville CPC5363
944,137,0,9,4-1 Helenwood7752
944,231,0,19,2-1 Henry4108
944,257,5,29,8-2 Estill Springs2668
944,1108,2,117,16-1 Central Magnet School7683
947,186,2,19,8-1 New Prospect5158
947,248,1,18,5-1 TN Technology Center4004
948,1479,4,46,Collierville 78074
949,161,1,28,Cosby1410
949,165,0,17,3-4 RIVES6761
953,731,7,86,364880
953,988,5,108,254831
954,180,1,23,5 Rogersville South Outside3815
954,238,2,47,William Blount High0417
954,620,3,55,13 Stratton9325
963,200,1,25,Oak Hill1716
965,342,6,29,4-1 Civic Center4011
966,215,2,31,Wartburg 3-16654
968,355,2,34,Rockwood Ward 27472
968,1469,2,118,23-21908
969,333,4,57,1-5 The Church of Spring Hill9742
970,1199,4,95,14-11863
972,193,0,28,Greenback5456
972,2292,6,57,Morning Sun 018262
973,160,0,12,7 Michie6157
974,230,2,27,101 Wartrace Baptist Church0101
975,215,2,17,Rock Creek8906
975,1250,9,143,26-31924
979,898,13,64,166470
979,1230,3,106,Memphis 668176
981,1370,2,128,24-61917
982,180,2,29,Coalfield 1-16651
982,1123,0,97,25-21919
983,366,1,62,16 Lions Club1516
983,892,2,55,Tyner 13309
983,1946,7,141,Memphis 45-48139
984,290,3,30,Chilhowee View0425
984,431,4,30,Recreation Center5855
984,501,4,55,11 Indian Trail9324
986,206,2,21,Central0902
986,307,2,18,09 Dresden First United Methodist Church9504
987,209,3,41,Underwood 17970
987,328,3,25,Eads8081
988,499,3,27,1 Livingston6853
989,161,2,17,Valley Forge0911
990,783,4,35,Morning Sun 028263
994,303,0,47,Theta5952
995,1418,3,152,25-11918
996,701,1,69,16-3 Lane Agri-Park7685
998,518,3,79,301 Lee University0509
998,835,6,90,15-31870
999,608,3,56,12-2 Smyrna Elementary School7676
1001,1152,4,117,23-31909
1003,231,0,25,Westside0701
1004,293,0,18,8 North3705
1005,518,3,79,Beech Grove0410
1006,291,4,24,5-1 HC High School4105
1008,914,2,50,Memphis 95-58255
1009,220,3,13,"5-1 Doyle Civic Center Hall, County9603"
1010,257,1,34,7-1 North Lake2665
1011,385,6,31,902 Southside School0111
1013,230,1,32,7C8509
1016,217,0,17,7-2 Winchester Springs & Center Grove2666
1019,199,1,18,Valley View0604
1019,293,3,25,9-3 Three Way City Meeting Room5670
1020,191,1,26,10-23262
1020,373,1,38,12A Algood Inside7252
1020,1165,5,119,126457
1021,336,2,35,Townsend0401
1022,460,2,28,4-3 Festivities Events Place5675
1026,263,3,25,854814
1027,279,2,35,Senior Citizens 27962
1031,394,3,32,4-1 Jackson Chapel2260
1033,332,2,47,Neapolis5971
1034,894,1,88,Emory Valley0009
1037,1278,6,60,Memphis 95-18252
1038,388,5,53,1103 Millersville Community Center8625
1039,402,5,40,9-1 Restoration Church2264
1039,690,2,95,Signal Mountain 23402
1039,1174,2,108,Memphis 46-28141
1040,320,4,42,High School0905
1042,349,4,42,7-1 Pomona Baptist Church2255
1043,142,1,18,Tiger Valley0918
1046,241,1,23,Madisonville Primary School6356
1048,316,0,44,5-1 White Bluff Civic Center2261
1049,143,0,28,2-1 Westover4005
1049,260,0,15,3-1 Russwood4112
1049,1881,3,71,Memphis 81-78222
1051,644,2,109,23-41910
1053,405,3,64,9B8524
1054,207,3,30,Jacksboro Station0611
1055,612,1,81,DuPont3335
1058,380,2,61,8-4 Crescent Church of Christ7668
1060,263,2,18,03 Greenfield First Baptist Church9507
1063,381,6,25,08 Martin First United Methodist Church9505
1064,227,2,21,Cornersville5852
1065,250,4,31,403 Cottontown Fire Hall8627
1069,1484,9,126,164883
1070,236,6,32,Loudon Outside5452
1070,1048,7,132,176466
1071,755,8,88,5-1 Cedar Grove Elementary School7659
1074,242,5,41,864815
1075,268,5,26,B - Newbern2353
1076,568,3,100,65-N4845
1078,289,1,46,Henry Horton State Park5851
1081,255,3,55,Lawnville7452
1082,287,2,44,Snowhill 13362
1086,209,1,13,Pomona1719
1087,370,1,60,Louisville0423
1087,372,1,28,Spring Hill Middle5970
1089,275,1,35,05C Prescott South7267
1095,359,4,37,Kingston Ward 27462
1096,2113,11,207,16-31875
1100,238,0,44,Catlettsburg 27966
1100,300,5,45,Oak Street0412
1101,218,4,27,4-1 West Chester School1102
1101,282,0,34,11A Bangham7253
1110,124,2,16,7-1 West Oneida7757
1114,480,2,64,Maryville Municipal0414
1114,603,3,42,501 First Baptist Gallatin8609
1115,257,1,25,Bigbyville5968
1116,242,1,24,6-1 Harrogate1204
1118,242,0,31,Waldens Creek 27959
1119,305,0,36,1101 Beech High School Annex8624
1119,444,0,48,24-19831
1121,605,5,62,11B8523
1121,641,5,61,24 Henry Johnson9320
1122,195,1,39,101 McDonald Ruritan0501
1126,291,5,43,5 Boones Creek East9332
1126,1005,2,96,35-41961
1127,877,4,112,Memphis 67-18177
1128,222,2,27,Lanier0418
1128,247,3,26,7-1 Arthur1201
1128,1336,6,74,Memphis 91-28242
1130,329,0,27,6 Courthouse SE6156
1133,200,1,46,3-2 White House Heritage HS7553
1134,203,4,16,02 Gleason Community Building9502
1134,307,2,41,4-1 West Cheatham Elementary1002
1137,168,2,15,Lincoln Community Center5369
1137,481,1,52,Germantown 088091
1139,293,1,26,Westside0904
1141,1444,6,126,25-31920
1144,373,2,70,25-19832
1144,1631,2,48,Memphis 95-88258
1145,861,1,122,444855
1146,206,1,22,2 Harmony9340
1146,245,1,34,8-1 Garrison7360
1147,835,1,65,Concord 43342
1148,591,4,58,29 Fairhaven Inside9315
1149,304,3,48,Glen Alpine0011
1153,330,1,20,1-1 Tazewell1210
1154,410,4,41,07 Martin Shepardsfield Church9509
1155,417,8,46,Lakeland 28097
1156,869,5,74,14-21864
1159,454,1,84,Fairmount3371
1160,535,3,44,11-1 Westside School7567
1164,998,2,108,34-51957
1167,1225,8,141,186463
1167,1432,3,170,31-31942
1169,259,0,44,Porter0429
1169,295,1,34,Chapel Hill5854
1170,1560,1,147,22-21904
1173,749,2,100,514836
1176,503,2,53,19-19825
1179,770,5,67,502 Guild Elementary8608
1180,1310,0,137,34-11953
1182,400,3,36,8 Civic Center0805
1184,261,2,27,Heritage0424
1186,155,1,25,6-1 TROY SENIOR CENTER6760
1190,799,1,60,11-1 Smyrna Middle School7673
1196,329,2,30,Fairview0433
1197,291,6,27,04 Englewood School6051
1199,355,1,54,8-3 Lebanon Campground Church7667
1202,316,1,46,6-1 Coopertown Middle School7557
1203,288,4,42,6th Rush Strong School4607
1205,509,3,47,Brunswick 18065
1208,388,3,30,Loudon5453
1209,1301,2,57,Memphis 96-28079
1210,911,2,116,Memphis 648174
1213,1640,10,129,13-31861
1215,276,1,29,604811
1215,902,0,62,Memphis 68-38180
1215,1122,8,129,Memphis 44-18133
1217,456,2,57,4th Jefferson Elementary School4602
1219,250,2,18,Lake City Middle School0016
1219,541,4,66,East Ridge 33313
1222,227,2,32,Andersonville0001
1222,346,4,40,Complex 21704
1222,364,0,73,Ganns3352
1223,333,2,34,5-13255
1225,151,4,13,Roan Mountain0915
1226,765,6,76,13-1 Bellwood-Bowdoin Pre-School7677
1229,274,2,28,3-3 Jones Chapel4103
1230,637,4,109,Maryville Junior High0404
1233,1043,1,71,Memphis 81-18217
1238,386,0,55,Collierville 88075
1239,237,5,20,6C8508
1239,608,8,68,06A Cane Creek7264
1240,1242,8,111,15-11868
1241,626,2,61,East Ridge 43327
1242,246,2,26,04 Sharon First Baptist Church9506
1242,523,6,46,602 Gallatin Sr. High School8618
1243,352,0,72,Middle Valley 13429
1246,1979,8,167,20-31898
1249,389,2,60,934823
1250,706,1,79,Germantown 068090
1254,218,1,28,Gap Creek0917
1255,530,4,111,3-3 Chapman's Retreat Elementary School9711
1256,299,3,40,Doak3069
1259,244,2,17,"3-1 Ag Fair Complex, County9607"
1260,238,1,24,7-1 Frazier7359
1261,305,3,33,11 McMinn Courthouse6052
1264,937,4,120,35-11958
1266,963,2,58,4-1 Masonic Temple Lodge #455676
1271,501,3,98,9-1 Walnut Grove Elementary School9728
1271,553,0,97,8-1 Grassland Middle School9725
1277,1107,6,78,Memphis 80-28216
1279,441,4,54,10-1 First Baptist Church2265
1280,297,1,49,Soddy Daisy 23334
1281,552,4,57,5-2 Pegram City Hall1007
1282,722,2,79,1001 Walton Ferry Elementary8621
1286,270,6,39,Prospect0405
1286,711,5,72,21B6462
1296,839,3,77,11-2 StewartsboroElementary School7674
1300,231,1,39,Debusk3059
1302,230,2,39,4C8514
1302,274,5,30,Carpenters0434
1302,1047,4,130,1A6467
1306,276,1,40,Unicoi8904
1307,329,5,44,7-1 Jo Byrns Elementary School7559
1311,2063,11,103,1-1 LaVergne Lake Elementary School7651
1317,838,1,76,Memphis 81-38219
1317,888,0,141,Memphis 55-28154
1318,271,1,32,502 Flat Creek Community Center0106
1318,308,2,30,6-1 Broad Street4003
1319,387,2,53,Claxton0004
1320,692,5,82,18-2 Riverdale High School7690
1324,1083,4,54,Memphis 548152
1329,492,1,31,Armory5953
1330,556,5,47,Clinton0005
1337,296,4,38,"7-1 Northfield School, County9604"
1338,328,0,59,Collierville 58072
1338,715,5,57,9-1 Robertson County Fair Assoc.7564
1339,267,2,26,06 Riceville School6057
1340,355,2,36,J-N Dyersburg2366
1342,276,1,36,Caton's Chapel 17953
1343,525,4,77,John Sevier0430
1343,851,1,100,11-1 Franklin Elementary School9735
1343,1189,8,132,146465
1347,426,5,47,Election Commission6355
1350,646,5,46,1-1 FC Annex2651
1351,1289,1,119,23-11907
1352,237,2,23,3 Carter's Valley3808
1352,312,1,45,Vonore Elementary School6354
1357,1180,9,135,464838
1358,286,4,38,8B8525
1360,1842,4,59,Cordova 38076
1361,605,5,78,First Family5960
1365,508,1,63,ARL-028052
1372,380,2,51,Bakewell 23329
1373,323,1,52,5B8512
1373,439,3,44,Tusculum View3063
1376,1451,2,71,Memphis 91-18241
1382,281,5,23,Wearwood 27958
1382,353,2,40,15-19820
1384,328,4,26,Tansi1722
1388,282,0,32,Chuckey Doak3072
1390,922,5,124,554853
1392,689,4,83,Westview 13387
1394,401,0,27,1-1 SOUTH FULTON6751
1397,424,3,76,Bull Run0003
1398,315,2,33,7-13257
1402,427,0,40,7-2 OBION CO. LIBRARY6752
1407,264,1,56,7 Gray West9338
1408,1157,4,102,15-2 Northfield Elementary School7682
1410,487,4,52,07A Burgess Falls7263
1410,574,5,40,Tellico Village North5465
1410,1182,8,112,11-11850
1413,179,5,29,601 Valley View School0511
1413,233,6,35,9th Talbott Elementary School4610
1415,814,2,77,02A Northeast Elementary7255
1416,760,0,82,East Ridge 13314
1417,315,5,55,7th New Market City Hall4608
1420,686,2,68,Bartlett 068057
1421,925,10,56,10-3 North Side High School5669
1425,342,1,40,14-13265
1426,199,2,18,Hunter0908
1428,675,3,87,9-2 Benton Hall School9729
1431,414,2,91,2-5 Conduit Church9743
1432,1331,3,111,22-31905
1435,283,3,49,Glenwood3084
1435,393,2,35,4 Rickman6857
1443,632,10,62,10-1 South Haven Christian School7565
1444,670,4,80,1-1 Cheatham Co Library1004
1447,384,5,29,02 Etowah Community Center6064
1449,982,1,119,13-2 Cason Lane Academy7678
1450,367,3,49,Sequoyah High School6357
1453,383,4,47,6-19807
1453,460,4,47,203 Wiseman Elementary8613
1453,504,1,92,2-3 Oakview Elementary School9707
1454,529,3,90,22-19829
1455,1107,6,88,10-1 Rock Springs Elementary School7671
1460,846,4,134,12-1 Franklin Community of Faith Church9738
1461,319,1,45,Oak View0402
1461,565,0,88,Blount County Board of Education0403
1461,691,5,101,Hixson 33354
1463,779,3,74,21-2 BlackFox Elementary School7696
1466,335,3,33,10B8505
1471,481,4,69,702 Cleveland High0507
1472,289,1,32,303 Uniounville Fire Hall0104
1473,555,2,65,6A6460
1474,597,5,56,1-11801
1474,698,1,88,744885
1475,356,2,51,12-13263
1475,795,3,96,10-3 Hunter's Bend Elementary School9734
1477,589,7,93,Alcoa High School0408
1478,286,3,39,8-13258
1482,375,1,55,2-1 Bethesda Recreation Center9705
1484,715,4,83,3-2 Old Jefferson Church of Christ7655
1485,762,2,70,20A6469
1487,281,1,53,Boyd's Creek 27967
1488,793,6,110,7-1 New Heights Chapel7663
1491,445,4,29,11 Macon2456
1491,765,4,68,East Brainerd 13384
1493,390,2,31,2C8516
1493,597,1,70,10 Lakeridge9333
1493,751,3,42,Mt. Pleasant5961
1495,768,0,110,Red Bank 33351
1502,912,6,110,894829
1505,652,2,75,16-19822
1510,532,4,67,Lenoir City5460
1511,794,3,78,01A Capshaw7266
1512,763,3,93,19-2 New Vision Baptist Church7692
1519,705,3,73,Ooltewah 13361
1520,373,1,52,5th Jefferson Middle School4606
1520,668,0,91,7-2 Baptist Children's Home9723
1531,407,2,60,Bartlett 118060
1532,615,0,74,17-19823
1536,697,2,69,4-19804
1538,306,0,35,Chuckey3073
1540,551,5,107,1-2 Fairview Recreation Center9702
1541,387,2,41,Browder5462
1542,616,5,120,3-2 Longview Recreation Center9710
1542,712,3,79,8-19810
1546,1302,1,137,34-31955
1560,686,4,97,Westview 23386
1561,678,1,78,Harrison 33381
1565,1283,1,80,Memphis 91-48080
1566,312,5,43,13-13264
1566,817,4,102,10-2 Lifepoint Church7672
1567,645,2,84,Germantown 108093
1567,1630,3,74,Bartlett 138063
1573,470,0,56,63-N4849
1573,1235,5,55,Collierville 28069
1574,594,6,76,19-1 Creekmont General Baptist Church7691
1574,651,5,55,Jasper5754
1575,534,4,105,624844
1579,534,4,58,4A6461
1582,308,4,20,403 Bedford Community Center0105
1585,842,2,99,6-3 Holy Family Catholic Church9721
1586,550,5,76,2-19802
1588,372,3,55,101 Westmoreland Middle8632
1588,674,5,76,20  Visitor's Center9327
1588,818,2,103,5-1 Sunset Elementary School9715
1588,995,4,115,69-W4896
1590,549,9,52,2-1 Clark Memorial2652
1592,695,4,92,Germantown 038087
1605,288,1,44,Harrisburg 27954
1605,298,3,31,203 Fairhaven Baptist Church0103
1612,938,1,106,6-2 Brentwood Safety Center9720
1618,284,1,24,Tellico Community Center6361
1620,314,2,86,Apison 13347
1620,650,1,109,10-19814
1620,1585,4,133,31-41943
1622,639,2,86,9 Boones Creek City9334
1625,291,2,44,2nd Piedmont Elementary School4601
1626,339,3,61,58-S4891
1627,726,5,133,12-3 The Gate Community Church9740
1632,305,3,29,Mosheim3082
1635,515,4,84,5-3 Triune Baptist Church9717
1636,764,5,99,Maryville High School0420
1641,504,9,75,3A8503
1642,829,10,39,03 S.E. Covington8705
1647,1330,4,82,Brunswick 28066
1653,663,5,38,10-2 North East School5668
1653,939,3,88,East Brainerd 23311
1657,576,2,77,1-1 Westwood Elementary School9701
1660,390,5,52,103 Corinth Church of Christ8636
1661,322,5,49,1A8504
1662,474,1,69,09B Double Springs7265
1668,639,3,71,CP Church5957
1672,270,7,49,602 Blue Springs School0515
1672,1162,5,160,Mountain Creek 13350
1673,397,1,77,Dallas 13339
1676,516,1,58,Collierville 68073
1680,468,6,65,202 Portland High School8614
1683,568,1,70,1-19801
1693,933,5,109,2A6464
1698,1041,8,140,69-N4840
1699,449,3,74,Bartlett 038054
1699,854,5,79,801 Brown Elementary8619
1701,774,4,95,4-3 Oakland Middle School7658
1702,1152,6,139,684850
1703,416,5,53,1st Dandridge Elementary School4604
1706,418,1,95,7B8518
1715,882,4,97,17 Towne Acres9330
1716,1565,9,141,4-41820
1718,459,5,48,01 City Park School6060
1718,921,4,95,11-21851
1719,620,3,61,Gatlinburg 27956
1720,1230,6,85,Millington 28261
1725,1092,3,136,Signal Mountain 13365
1728,488,4,62,Kingston Ward 17456
1733,660,3,49,21 W. Wilkinsville8701
1734,490,0,73,13-19818
1736,454,5,65,501 Blythe/Bower School0514
1741,1907,10,226,474837
1746,475,1,56,5-1 Greenbrier High School7555
1749,787,4,80,802 Hawkins Middle School8631
1751,843,3,41,19 Austin Peay8703
1756,577,3,87,2B8517
1760,482,3,66,1-1 East Robertson Elementary School7551
1762,962,5,126,69-S4839
1765,728,2,114,23-19830
1771,544,5,46,Bear Creek5966
1778,577,1,91,Happy Valley0901
1781,682,3,62,Tellico Village South5464
1782,782,2,104,Hixson 23355
1783,458,6,48,Sweetwater High School6351
1789,336,1,54,4B8515
1794,834,4,159,5-4 Nolensville Baptist Church9718
1794,1146,5,147,10-1 Franklin Recreation Complex9732
1800,896,4,115,8-3 Episcopal Church9727
1805,492,4,60,Pleasant Heights5964
1806,1194,4,112,Harrison 23341
1808,934,1,107,15-1 John Pittard Elementary7681
1812,387,0,54,3 Gray East9335
1824,321,0,39,103 Hopewell School0517
1824,480,2,54,Middle School 27963
1831,581,1,57,Lookout Valley 13326
1832,506,5,85,2-1 Lascassas Elementary School7698
1841,1416,2,141,12-21855
1847,1403,13,158,374879
1849,817,3,117,5-2 Nolensville Methodist Church9716
1853,644,0,72,14-19819
1867,1120,3,65,Bartlett 048055
1870,438,1,43,14 Southwest Tipton8706
1872,578,3,85,3-1 Leanna Church of Christ7654
1874,542,4,70,4-1 Watauga Elementary School7554
1875,324,2,49,Birchwood3322
1875,384,6,58,1 Mount Carmel3809
1891,489,2,96,2-1 Robert F. Woodall Elementary School7552
1898,481,3,53,7 Hickory White2452
1907,340,4,34,08 Niota School6053
1907,976,6,124,4-3 Franklin Christian Church9714
1913,762,3,46,9-1 VFW5680
1918,862,7,88,Bartlett 058056
1924,1216,5,119,Memphis 578157
1926,781,3,125,11-3 Winstead Elementary School9737
1932,501,2,46,22 Brighton8702
1939,905,4,86,6-1 Harpeth High School1006
1944,495,2,69,Snowhill 23359
1949,664,8,100,2-2 Wilson Elementary School7653
1957,524,4,53,Cornerstone Baptist Church1705
1957,739,9,99,844808
1963,408,3,71,18-19824
1973,673,6,73,904824
1974,824,2,97,6-2 Christiana Middle School7662
1978,655,4,34,Fairfield Glade North1708
1980,613,9,52,9-2 Pope Elementary School5681
1981,604,3,96,Collierville 98271
1984,377,2,30,Camp Creek3052
1987,524,6,61,2-1 East Cheatham Elementary1001
1992,613,2,98,Ooltewah 43363
1994,1006,4,81,Millington 18260
1995,685,5,102,4-2 Millview Church of Christ9713
1998,310,4,62,401 Oak Grove School0512
2001,1338,12,166,454854
2009,723,5,93,9-2 Browns Chapel Elementary School7670
2015,1024,9,141,4-1 Prairie Life Fitness Center9712
2016,1075,2,93,St. Catherine5956
2018,1571,3,174,4-11817
2029,2034,2,189,35-31960
2044,1049,2,133,7-3 New Hope Community Church9724
2045,1111,8,162,69-E4807
2061,629,4,54,303 Creekside Fellowship8607
2075,511,2,96,Collierville 38070
2079,638,3,91,8-1 Rockvale Middle School7665
2083,550,3,65,Highland Park5458
2090,857,2,68,1102 Church of the Nazarene8623
2091,546,0,94,Soddy Daisy 13328
2094,359,4,51,Kodak 17969
2098,741,7,99,724888
2100,661,7,89,Eagleton Cafeteria0431
2102,991,5,112,901 Hendersonville High School8603
2107,786,3,122,2A8501
2114,615,7,86,7A8519
2124,766,2,95,Germantown 118094
2125,915,7,106,Germantown 028086
2129,617,1,80,3-19803
2130,902,5,133,644846
2131,255,1,51,06 Tipton West8704
2135,439,9,61,6 Sulphur Springs9339
2136,653,2,73,5-19806
2137,649,1,89,Bartlett 098053
2137,679,4,70,301 Gallatin Civic Center8635
2138,542,2,98,3-1 Pleasant View City Hall1003
2152,1081,6,114,9-1 Stewarts Creek Elementary School7669
2153,1098,3,117,14-1 Siegel Middle School7679
2167,670,6,77,Collierville 48071
2169,625,0,90,6-1 Whitworth-Buchannan Middle School7661
2174,310,2,37,01 Medina2751
2195,748,4,102,Pleasant Grove 13353
2195,918,6,54,Fairfield Glade South1709
2197,968,5,118,1002 Merrol Hyde Magnet School8633
2200,697,2,47,Stewartville8270
2200,828,4,139,2-2 Thompson Station Baptist Church9706
2202,425,6,83,12 Munford8707
2206,1208,2,138,7-2 Barfield Elementary School7664
2211,386,3,65,3rd White Pine School4603
2224,1118,0,135,8-2 First Presbyterian Church9726
2227,1522,9,234,674852
2237,1213,7,167,70-W4847
2248,1094,2,120,Germantown 058089
2259,626,11,95,302 Senior Center0506
2261,558,2,75,15 Courthouse9310
2261,575,4,55,2 Church Hill Inside3825
2266,807,3,127,603 Jack Anderson Elementary8602
2273,573,5,121,76455
2275,497,4,82,202 Walker Valley High0505
2287,494,5,68,6B8521
2291,1187,8,162,6-1 Brentwood Library9719
2296,854,4,145,3-1 Heritage Elementary School9709
2308,928,4,112,Germantown 048088
2316,820,7,109,701 Stuart School0502
2323,1213,4,184,12-2 The Church of the City-Franklin9739
2331,565,4,59,5A8513
2349,768,4,134,10A8522
2349,1178,3,150,20-2 Blackman High School7694
2362,514,4,67,1201 Oakmont Elementary8612
2386,508,6,93,1203 White House Middle School8626
2427,1031,2,162,9-3 Westhaven Clubhouse9730
2446,1058,1,122,14-2 Siegel Elementary School7680
2450,594,6,103,Eatons5463
2472,472,3,73,402 Michigan Ave School0508
2481,1083,2,106,401 Howard Elementary School8611
2483,1477,7,181,196471
2491,582,1,84,9A8511
2499,581,5,118,Seymour Primary Sch. 27965
2519,1219,8,149,11-19815
2525,1561,12,214,714835
2546,916,7,123,20-1 Blackman United Methodist Church7693
2553,886,4,130,Bartlett 088058
2571,645,2,119,Collierville 18068
2582,998,5,140,701 Whitten Elementary8622
2589,657,4,101,Montvale0427
2593,1102,8,178,70-E4828
2624,861,4,60,6 Oakland2451
2649,1156,10,158,Spring Hill5951
2653,528,5,99,102 Prospect School0516
2666,1094,7,149,156468
2718,910,3,117,ARL-018051
2720,882,2,146,902 Indian Lake Elementary8620
2738,641,5,103,8A8510
2789,734,8,118,11 Atoka8709
2865,1161,2,150,7-1 Brenthaven Church9722
2889,614,3,114,William Blount Academy0419
2915,1554,8,224,65-E4841
2917,821,7,131,594887
2921,611,3,101,Seymour Intm.Sch. 27968
2953,1314,9,168,11A8506
2978,808,3,103,601 Vol State College8601
3057,970,7,165,634848
3064,915,5,100,Lakeland 18096
3068,1215,16,178,65-W4897
3113,621,2,103,Pigeon Forge 27957
3155,947,6,166,36453
3208,749,6,119,201 E.L. Ross School0504
3208,870,4,144,703 Long Hollow Baptist Church8628
3327,631,6,110,814812
3349,706,4,134,6A8520
3406,1005,5,187,734892
3623,811,9,82,4A8502
3775,1764,11,262,66-S4842
4216,1959,13,258,66-N4805
4646,1253,4,157,614886
